Model,Model_Path,Variant,Dataset,Image_Type,Resolution,Loss,Optimizer,DeNoising,Attention,auc_roc_score_agg_absolute,auc_roc_score_agg_psnr,auc_roc_score_agg_squared,auc_roc_score_agg_ssim,auc_roc_score_mean_absolute,auc_roc_score_mean_psnr,auc_roc_score_mean_squared,auc_roc_score_mean_ssim,auc_roc_score_overall_absolute,auc_roc_score_overall_psnr,auc_roc_score_overall_squared,auc_roc_score_overall_ssim,eer_agg_absolute,eer_agg_psnr,eer_agg_squared,eer_agg_ssim,eer_overall_absolute,eer_overall_psnr,eer_overall_squared,eer_overall_ssim,pr_roc_score_agg_absolute,pr_roc_score_agg_psnr,pr_roc_score_agg_squared,pr_roc_score_agg_ssim,pr_roc_score_mean_absolute,pr_roc_score_mean_psnr,pr_roc_score_mean_squared,pr_roc_score_mean_ssim,pr_roc_score_overall_absolute,pr_roc_score_overall_psnr,pr_roc_score_overall_squared,pr_roc_score_overall_ssim,precision_absolute_agg,precision_squared_agg,precision_ssim_agg,precision_psnr_agg,recall_absolute_agg,recall_squared_agg,recall_ssim_agg,recall_psnr_agg,f1-score_absolute_agg,f1-score_squared_agg,f1-score_ssim_agg,f1-score_psnr_agg,support_absolute_agg,support_squared_agg,support_ssim_agg,support_psnr_agg,conf_mat_absolute_agg,conf_mat_squared_agg,conf_mat_ssim_agg,conf_mat_psnr_agg,precision_absolute_overall,precision_squared_overall,precision_ssim_overall,precision_psnr_overall,recall_absolute_overall,recall_squared_overall,recall_ssim_overall,recall_psnr_overall,f1-score_absolute_overall,f1-score_squared_overall,f1-score_ssim_overall,f1-score_psnr_overall,support_absolute_overall,support_squared_overall,support_ssim_overall,support_psnr_overall,conf_mat_absolute_overall,conf_mat_squared_overall,conf_mat_ssim_overall,conf_mat_psnr_overall
BICRNN_AE_64_3X3_L,BICRNN_AE_64_3X3_L-5_RL-4_DISDECONV-N-_ADAM_MSE_MOVINGMNIST_GRAYSCALE-{MM}_.pkl,Normal,False,GRAYSCALE,64,MSE,ADAM,False,False,0.5475,0.5372,0.5465,0.4741,0.5183,0.5049,0.5189,0.4888,0.5085,0.5011,0.5096,0.5022,0.4523,0.4531,0.4536,0.5218,0.4985,0.4992,0.4981,0.4943,0.8799,0.8764,0.8803,0.8695,0.8765,0.8699,0.8771,0.863,0.8721,0.8629,0.8731,0.8594,0.8071,0.8073,0.7857,0.8102,0.4971,0.503,0.8218,0.4586,0.5756,0.5813,0.8022,0.5363,49980,49980,49980,49980,"4025,2267,22869,20819","3993,2299,22542,21146","589,5703,3203,40485","4357,1935,25123,18565",0.8031,0.8033,0.7844,0.8014,0.8462,0.8469,0.6928,0.8457,0.8202,0.8205,0.7317,0.8191,49980,49980,49980,49980,"729,5563,2122,41566","721,5571,2081,41607","1705,4587,10765,32923","692,5600,2114,41574"
BICRNN_AE_64_3X3_L,BICRNN_AE_64_3X3_L-5_RL-5_DISDECONV-N-_ADAM_MSE_MOVINGMNIST_GRAYSCALE-{MM}_.pkl,Normal,False,GRAYSCALE,64,MSE,ADAM,False,False,0.5435,0.5245,0.5464,0.475,0.5165,0.4968,0.5179,0.4359,0.5076,0.4986,0.5094,0.4545,0.4507,0.4522,0.4516,0.5131,0.4975,0.4945,0.4975,0.5151,0.8784,0.8725,0.8799,0.8789,0.8757,0.8661,0.8768,0.8567,0.8709,0.8573,0.8725,0.8465,0.8091,0.8086,0.8045,0.8,0.463,0.4962,0.2934,0.5483,0.5411,0.5745,0.3326,0.6236,49980,49980,49980,49980,"4299,1993,24844,18844","4075,2217,22965,20723","5261,1031,34285,9403","3446,2846,19731,23957",0.8006,0.8007,0.0158,0.8011,0.8385,0.8387,0.1259,0.8471,0.8166,0.8167,0.0282,0.8192,49980,49980,49980,49980,"791,5501,2569,41119","790,5502,2558,41130","6292,0,43688,0","660,5632,2012,41676"
CGRU_AE_64_3X3_L,CGRU_AE_64_3X3_L-5_RL-1_DISDECONV-Y-_ADAM_MSE_MOVINGMNIST_GRAYSCALE-{MM}_.pkl,Normal,False,GRAYSCALE,64,MSE,ADAM,False,False,0.552,0.5549,0.571,0.5691,0.5175,0.5111,0.5211,0.5821,0.503,0.4976,0.5067,0.5579,0.4525,0.4482,0.4375,0.4495,0.5077,0.5103,0.5054,0.4766,0.8832,0.8818,0.8876,0.9081,0.8758,0.8723,0.8773,0.9021,0.8723,0.8686,0.8745,0.8934,0.8118,0.8143,0.821,0.8148,0.4509,0.4645,0.4177,0.4389,0.5279,0.5417,0.4895,0.5144,49980,49980,49980,49980,"4445,1847,25596,18092","4431,1861,24905,18783","4857,1435,27670,16018","4593,1699,26347,17341",0.8015,0.8009,0.8021,0.8012,0.8413,0.8388,0.8,0.8411,0.818,0.8169,0.801,0.8178,49980,49980,49980,49980,"772,5520,2412,41276","796,5496,2560,41128","1371,4921,5074,38614","767,5525,2417,41271"
CGRU_AE_64_3X3_L,CGRU_AE_64_3X3_L-5_RL-2_DISDECONV-Y-_ADAM_MSE_MOVINGMNIST_GRAYSCALE-{MM}_.pkl,Normal,False,GRAYSCALE,64,MSE,ADAM,False,False,0.5659,0.5702,0.5905,0.5668,0.5178,0.5102,0.5203,0.5802,0.5038,0.497,0.5061,0.5569,0.4388,0.4315,0.4186,0.455,0.5051,0.5091,0.5049,0.4767,0.8855,0.8838,0.8906,0.9051,0.876,0.8719,0.8771,0.9017,0.8723,0.8679,0.8739,0.8932,0.8131,0.8158,0.8182,0.8114,0.4753,0.5555,0.4006,0.5392,0.5531,0.6292,0.4703,0.6148,49980,49980,49980,49980,"4334,1958,24265,19423","3920,2372,19843,23845","4885,1407,28551,15137","3882,2410,20620,23068",0.8012,0.8025,0.8013,0.8019,0.8393,0.8433,0.8003,0.843,0.8172,0.8191,0.8008,0.8187,49980,49980,49980,49980,"795,5497,2536,41152","765,5527,2304,41384","1338,4954,5026,38662","753,5539,2309,41379"
CGRU_AE_64_3X3_L,CGRU_AE_64_3X3_L-5_RL-3_DISDECONV-Y-_ADAM_MSE_MOVINGMNIST_GRAYSCALE-{MM}_.pkl,Normal,False,GRAYSCALE,64,MSE,ADAM,False,False,0.5635,0.5631,0.5846,0.5839,0.5196,0.5113,0.5216,0.5799,0.5064,0.4993,0.5083,0.5572,0.4356,0.4383,0.4223,0.4388,0.503,0.5059,0.5046,0.4758,0.885,0.882,0.8893,0.9112,0.8768,0.872,0.8774,0.9018,0.8732,0.8679,0.8742,0.8936,0.8072,0.8145,0.8234,0.8091,0.5553,0.5421,0.4322,0.5209,0.6294,0.6172,0.5054,0.5981,49980,49980,49980,49980,"3639,2653,19575,24113","3962,2330,20558,23130","4835,1457,26921,16767","3929,2363,21583,22105",0.8018,0.8021,0.8006,0.8016,0.8413,0.8424,0.7944,0.8421,0.8181,0.8186,0.7975,0.8183,49980,49980,49980,49980,"780,5512,2421,41267","771,5521,2358,41330","1383,4909,5366,38322","761,5531,2363,41325"
CGRU_AE_64_3X3_L,CGRU_AE_64_3X3_L-5_RL-4_DISDECONV-Y-_ADAM_MSE_MOVINGMNIST_GRAYSCALE-{MM}_.pkl,Normal,False,GRAYSCALE,64,MSE,ADAM,False,False,0.5553,0.5584,0.5737,0.5914,0.5221,0.5132,0.5242,0.5824,0.5104,0.5025,0.512,0.5595,0.4499,0.4465,0.4355,0.4344,0.4978,0.5043,0.4995,0.475,0.8828,0.8807,0.8869,0.9114,0.8775,0.8726,0.8783,0.9024,0.8736,0.8682,0.875,0.8941,0.8137,0.8122,0.8183,0.8131,0.4378,0.5043,0.4703,0.4555,0.5134,0.582,0.5472,0.5325,49980,49980,49980,49980,"4571,1721,26376,17312","4128,2164,22610,21078","4502,1790,24684,19004","4451,1841,25374,18314",0.8025,0.8022,0.8024,0.8011,0.8437,0.8429,0.8062,0.8405,0.8192,0.8188,0.8042,0.8175,49980,49980,49980,49980,"757,5535,2276,41412","763,5529,2323,41365","1306,4986,4702,38986","772,5520,2451,41237"
CGRU_AE_64_3X3_L,CGRU_AE_64_3X3_L-5_RL-5_DISDECONV-Y-_ADAM_MSE_MOVINGMNIST_GRAYSCALE-{MM}_.pkl,Normal,False,GRAYSCALE,64,MSE,ADAM,False,False,0.5986,0.5851,0.6033,0.5895,0.5441,0.5336,0.5498,0.5915,0.5389,0.5295,0.5447,0.5716,0.4164,0.4255,0.4161,0.4418,0.4765,0.4815,0.4722,0.4614,0.893,0.8865,0.8954,0.9053,0.8871,0.8808,0.8894,0.9056,0.8845,0.8768,0.8876,0.8981,0.8136,0.8183,0.8049,0.814,0.6001,0.5338,0.5499,0.5269,0.6674,0.6093,0.6248,0.6033,49980,49980,49980,49980,"3556,2736,17250,26438","4134,2158,21144,22544","3599,2693,19802,23886","4044,2248,21396,22292",0.8014,0.8014,0.803,0.8007,0.8404,0.8399,0.807,0.8391,0.8177,0.8175,0.8049,0.8169,49980,49980,49980,49980,"785,5507,2471,41217","790,5502,2498,41190","1319,4973,4675,39013","786,5506,2538,41150"
CGRU_AE_64_3X3_L,CGRU_AE_64_3X3_L-5_RL-1_DISDECONV-N-_ADAM_MSE_MOVINGMNIST_GRAYSCALE-{MM}_.pkl,Normal,False,GRAYSCALE,64,MSE,ADAM,False,False,0.5694,0.5668,0.5816,0.5673,0.5176,0.5116,0.5214,0.5833,0.5035,0.4982,0.5075,0.5584,0.4371,0.4374,0.4269,0.4552,0.5071,0.5092,0.5046,0.4783,0.8861,0.8833,0.8891,0.907,0.8759,0.8723,0.8774,0.9024,0.8724,0.8685,0.8744,0.8933,0.8129,0.812,0.819,0.817,0.4859,0.5439,0.4123,0.4346,0.5638,0.619,0.4838,0.5092,49980,49980,49980,49980,"4264,2028,23667,20021","3873,2419,20378,23310","4839,1453,27919,15769","4670,1622,26639,17049",0.8021,0.8024,0.8035,0.8018,0.8419,0.8424,0.8106,0.842,0.8185,0.8188,0.8069,0.8184,49980,49980,49980,49980,"779,5513,2390,41298","778,5514,2365,41323","1290,5002,4466,39222","768,5524,2371,41317"
CGRU_AE_64_3X3_L,CGRU_AE_64_3X3_L-5_RL-2_DISDECONV-N-_ADAM_MSE_MOVINGMNIST_GRAYSCALE-{MM}_.pkl,Normal,False,GRAYSCALE,64,MSE,ADAM,False,False,0.5448,0.5589,0.5742,0.5517,0.5212,0.5134,0.5243,0.5694,0.5086,0.5017,0.5116,0.551,0.4572,0.446,0.4342,0.4652,0.5013,0.5045,0.5,0.4765,0.881,0.8813,0.8875,0.9009,0.877,0.8729,0.8785,0.8995,0.873,0.8687,0.8753,0.8927,0.8149,0.8138,0.8129,0.812,0.408,0.4838,0.3956,0.4747,0.4796,0.5616,0.4655,0.5527,49980,49980,49980,49980,"4773,1519,28069,15619","4300,1992,23806,19882","4799,1493,28715,14973","4306,1986,24266,19422",0.802,0.8019,0.797,0.8023,0.8416,0.8417,0.8101,0.8435,0.8184,0.8184,0.8033,0.8191,49980,49980,49980,49980,"782,5510,2407,41281","776,5516,2394,41294","1067,5225,4266,39422","757,5535,2289,41399"
CGRU_AE_64_3X3_L,CGRU_AE_64_3X3_L-5_RL-3_DISDECONV-N-_ADAM_MSE_MOVINGMNIST_GRAYSCALE-{MM}_.pkl,Normal,False,GRAYSCALE,64,MSE,ADAM,False,False,0.5842,0.5738,0.583,0.5236,0.5505,0.5316,0.5473,0.5872,0.5483,0.5298,0.5442,0.5724,0.4302,0.4369,0.432,0.5122,0.4645,0.4798,0.4701,0.4625,0.8889,0.8829,0.8894,0.8845,0.8886,0.8797,0.8875,0.9047,0.8851,0.875,0.8849,0.8987,0.8114,0.8124,0.8034,0.8121,0.5475,0.5368,0.8092,0.4968,0.6223,0.6125,0.8063,0.5747,49980,49980,49980,49980,"3828,2464,20151,23537","3929,2363,20787,22901","1306,4986,4549,39139","4172,2120,23031,20657",0.795,0.8003,0.8008,0.7999,0.5489,0.8384,0.8022,0.8417,0.6244,0.8164,0.8015,0.8172,49980,49980,49980,49980,"3270,3022,19523,24165","785,5507,2571,41117","1298,4994,4893,38795","719,5573,2338,41350"
CGRU_AE_64_3X3_L,CGRU_AE_64_3X3_L-5_RL-4_DISDECONV-N-_ADAM_MSE_MOVINGMNIST_GRAYSCALE-{MM}_.pkl,Normal,False,GRAYSCALE,64,MSE,ADAM,False,False,0.6431,0.6458,0.6501,0.5577,0.6019,0.5949,0.6044,0.6337,0.6122,0.6081,0.6143,0.6322,0.3795,0.3736,0.373,0.48,0.4053,0.406,0.4058,0.4135,0.9029,0.8996,0.9051,0.8973,0.9068,0.9016,0.9076,0.9207,0.9042,0.8971,0.9053,0.9171,0.8269,0.8292,0.807,0.828,0.6679,0.6766,0.8151,0.6992,0.7216,0.7285,0.8109,0.7451,49980,49980,49980,49980,"3576,2716,13883,29805","3600,2692,13471,30217","1359,4933,4310,39378","3392,2900,12134,31554",0.8178,0.8179,0.8273,0.8172,0.6067,0.5962,0.4749,0.6247,0.6728,0.6641,0.5505,0.6874,49980,49980,49980,49980,"3660,2632,17026,26662","3731,2561,17623,26065","4712,1580,24666,19022","3517,2775,15984,27704"
CGRU_AE_64_3X3_L,CGRU_AE_64_3X3_L-5_RL-5_DISDECONV-N-_ADAM_MSE_MOVINGMNIST_GRAYSCALE-{MM}_.pkl,Normal,False,GRAYSCALE,64,MSE,ADAM,False,False,0.5411,0.4573,0.5456,0.5558,0.5159,0.4922,0.5177,0.503,0.5069,0.5012,0.5091,0.4952,0.4515,0.5448,0.4526,0.4394,0.4973,0.4916,0.4977,0.5044,0.8777,0.8704,0.8796,0.8761,0.8754,0.864,0.8766,0.868,0.8703,0.8563,0.8723,0.8592,0.8093,0.8085,0.8112,0.8008,0.4494,0.4961,0.4853,0.8472,0.5267,0.5745,0.5634,0.819,49980,49980,49980,49980,"4390,1902,25615,18073","4071,2221,22963,20725","4220,2072,23653,20035","649,5643,1996,41692",0.8005,0.8006,0.8012,0.8006,0.8382,0.8386,0.8428,0.8464,0.8165,0.8167,0.8182,0.8188,49980,49980,49980,49980,"794,5498,2587,41101","791,5501,2566,41122","738,5554,2302,41386","658,5634,2044,41644"
CLSTM_AE_64_3X3_L,CLSTM_AE_64_3X3_L-5_RL-1_DISDECONV-Y-_ADAM_MSE_MOVINGMNIST_GRAYSCALE-{MM}_.pkl,Normal,False,GRAYSCALE,64,MSE,ADAM,False,False,0.5548,0.5519,0.5653,0.5813,0.5161,0.509,0.5198,0.5806,0.5023,0.4969,0.5062,0.5574,0.4488,0.4514,0.4439,0.4437,0.5065,0.5101,0.504,0.4765,0.8827,0.8792,0.8854,0.9059,0.8755,0.8712,0.8771,0.9018,0.8712,0.8665,0.8734,0.8935,0.8145,0.8135,0.8153,0.8135,0.4136,0.461,0.4179,0.4344,0.4862,0.5383,0.4909,0.5097,49980,49980,49980,49980,"4732,1560,27746,15942","4430,1862,25076,18612","4725,1567,27527,16161","4587,1705,26564,17124",0.8029,0.8009,0.801,0.8005,0.8456,0.8389,0.7985,0.8386,0.8199,0.8169,0.7998,0.8166,49980,49980,49980,49980,"736,5556,2163,41525","794,5498,2556,41132","1350,4942,5127,38561","786,5506,2562,41126"
CLSTM_AE_64_3X3_L,CLSTM_AE_64_3X3_L-5_RL-2_DISDECONV-Y-_ADAM_MSE_MOVINGMNIST_GRAYSCALE-{MM}_.pkl,Normal,False,GRAYSCALE,64,MSE,ADAM,False,False,0.5468,0.5552,0.576,0.5694,0.519,0.5121,0.5223,0.5807,0.5054,0.5,0.509,0.5578,0.4572,0.4503,0.4354,0.4501,0.503,0.5056,0.5002,0.4757,0.882,0.8809,0.8881,0.9067,0.8765,0.8726,0.878,0.9018,0.8727,0.8686,0.8749,0.8935,0.8142,0.8129,0.8209,0.8147,0.423,0.5017,0.4071,0.4261,0.497,0.5794,0.4774,0.5002,49980,49980,49980,49980,"4669,1623,27213,16475","4166,2126,22779,20909","4909,1383,28250,15438","4665,1627,27059,16629",0.8035,0.8022,0.8013,0.8016,0.8464,0.8426,0.8012,0.8418,0.8205,0.8188,0.8013,0.8182,49980,49980,49980,49980,"737,5555,2123,41565","770,5522,2347,41341","1327,4965,4969,38719","766,5526,2379,41309"
CLSTM_AE_64_3X3_L,CLSTM_AE_64_3X3_L-5_RL-3_DISDECONV-Y-_ADAM_MSE_MOVINGMNIST_GRAYSCALE-{MM}_.pkl,Normal,False,GRAYSCALE,64,MSE,ADAM,False,False,0.5614,0.5495,0.5634,0.5782,0.5221,0.5141,0.5246,0.5801,0.5094,0.502,0.5114,0.5578,0.4418,0.4539,0.4466,0.4431,0.4989,0.504,0.5005,0.4757,0.8843,0.8793,0.8855,0.9092,0.8775,0.873,0.8785,0.9018,0.8736,0.8685,0.8752,0.8937,0.8134,0.816,0.8275,0.8134,0.453,0.422,0.3916,0.4249,0.5298,0.4954,0.4576,0.4992,49980,49980,49980,49980,"4474,1818,25522,18166","4719,1573,27317,16371","5124,1168,29241,14447","4640,1652,27092,16596",0.8016,0.8017,0.8009,0.8005,0.8407,0.8411,0.8031,0.8382,0.8179,0.8181,0.802,0.8164,49980,49980,49980,49980,"785,5507,2453,41235","782,5510,2433,41255","1289,5003,4840,38848","792,5500,2587,41101"
CLSTM_AE_64_3X3_L,CLSTM_AE_64_3X3_L-5_RL-4_DISDECONV-Y-_ADAM_MSE_MOVINGMNIST_GRAYSCALE-{MM}_.pkl,Normal,False,GRAYSCALE,64,MSE,ADAM,False,False,0.583,0.5818,0.598,0.5983,0.532,0.5253,0.5351,0.5856,0.5219,0.5166,0.5251,0.5632,0.4245,0.4261,0.4132,0.4295,0.4904,0.4911,0.4876,0.4722,0.8888,0.8857,0.892,0.9133,0.8818,0.8776,0.8828,0.9037,0.8782,0.8732,0.8796,0.8954,0.811,0.8158,0.8217,0.814,0.5714,0.5771,0.4601,0.5263,0.6433,0.648,0.536,0.6027,49980,49980,49980,49980,"3659,2633,18787,24901","3783,2509,18628,25060","4646,1646,25339,18349","4046,2246,21431,22257",0.803,0.8018,0.8015,0.8022,0.8445,0.841,0.7952,0.8431,0.8197,0.8181,0.7983,0.8189,49980,49980,49980,49980,"757,5535,2235,41453","786,5506,2443,41245","1407,4885,5350,38338","761,5531,2312,41376"
CLSTM_AE_64_3X3_L,CLSTM_AE_64_3X3_L-5_RL-5_DISDECONV-Y-_ADAM_MSE_MOVINGMNIST_GRAYSCALE-{MM}_.pkl,Normal,False,GRAYSCALE,64,MSE,ADAM,False,False,0.5588,0.5536,0.5491,0.5557,0.5247,0.5156,0.518,0.5575,0.508,0.5002,0.5027,0.541,0.4464,0.4485,0.4515,0.4643,0.503,0.5051,0.5032,0.4811,0.889,0.8817,0.8816,0.8988,0.8809,0.8739,0.875,0.8959,0.8779,0.8698,0.8712,0.8908,0.8018,0.8164,0.8116,0.8022,0.5751,0.3544,0.3949,0.5626,0.6466,0.4137,0.465,0.636,49980,49980,49980,49980,"3314,2978,18260,25428","5101,1191,31077,12611","4775,1517,28726,14962","3417,2875,18985,24703",0.8035,0.8039,0.8023,0.8035,0.8459,0.8467,0.3477,0.8454,0.8204,0.8208,0.4083,0.8202,49980,49980,49980,49980,"747,5545,2157,41531","743,5549,2115,41573","4878,1414,31190,12498","754,5538,2188,41500"
CLSTM_AE_64_3X3_L,CLSTM_AE_64_3X3_L-5_RL-1_DISDECONV-N-_ADAM_MSE_MOVINGMNIST_GRAYSCALE-{MM}_.pkl,Normal,False,GRAYSCALE,64,MSE,ADAM,False,False,0.5477,0.5589,0.5673,0.5616,0.5173,0.5104,0.5204,0.5809,0.5029,0.4969,0.5063,0.557,0.4543,0.4453,0.4409,0.4585,0.5052,0.5105,0.5045,0.4787,0.8823,0.8817,0.8866,0.9043,0.8759,0.872,0.8773,0.902,0.8723,0.8679,0.8742,0.8931,0.8127,0.8132,0.8183,0.8132,0.4291,0.4805,0.3962,0.4613,0.5039,0.5584,0.465,0.5386,49980,49980,49980,49980,"4600,1692,26844,16844","4305,1987,23976,19712","4912,1380,28800,14888","4420,1872,25054,18634",0.8022,0.8025,0.8027,0.8014,0.8419,0.8426,0.8102,0.8409,0.8186,0.8189,0.8063,0.8178,49980,49980,49980,49980,"780,5512,2388,41300","776,5516,2349,41339","1267,5025,4463,39225","776,5516,2435,41253"
